ActivityNumber,ActivityName,TargetLevel,Coverage,NISTControl,NISTControlName,TTP,TTPName
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1011.001,Exfiltration Over Bluetooth
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1020.001,Traffic Duplication
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021,Remote Services
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.001,Remote Desktop Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.002,SMB/Windows Admin Shares
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.003,Distributed Component Object Model
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.004,SSH
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.005,VNC
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1021.006,Windows Remote Management
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1025,Data from Removable Media
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1027,Obfuscated Files or Information
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1027.002,Software Packing
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1027.007,Dynamic API Resolution
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1027.008,Stripped Payloads
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1027.009,Embedded Payloads
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1029,Scheduled Transfer
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1030,Data Transfer Size Limits
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1036,Masquerading
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1036.001,Invalid Code Signature
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1036.003,Rename System Utilities
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1036.005,Match Legitimate Name or Location
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1036.007,Double File Extension
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1037,Boot or Logon Initialization Scripts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1037.002,Logon Script (Mac)
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1037.003,Network Logon Script
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1037.004,RC Scripts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1037.005,Startup Items
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1040,Network Sniffing
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1041,Exfiltration Over C2 Channel
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1046,Network Service Scanning
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1047,Windows Management Instrumentation
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1048,Exfiltration Over Alternative Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1052,Exfiltration Over Physical Medium
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1052.001,Exfiltration over USB
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1053,Scheduled Task/Job
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1053.002,At (Windows)
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1053.003,Cron
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1053.005,Scheduled Task
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1053.006,Systemd Timers
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055,Process Injection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.001,Dynamic-link Library Injection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.002,Portable Executable Injection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.003,Thread Execution Hijacking
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.004,Asynchronous Procedure Call
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.005,Thread Local Storage
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.008,Ptrace System Calls
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.009,Proc Memory
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.011,Extra Window Memory Injection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.012,Process Hollowing
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.013,Process Doppelgänging
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1055.014,VDSO Hijacking
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1056.002,GUI Input Capture
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059,Command and Scripting Interpreter
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.001,PowerShell
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.002,AppleScript
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.003,Windows Command Shell
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.004,Unix Shell
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.005,Visual Basic
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.006,Python
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.007,JavaScript
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1059.008,Network Device CLI
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1068,Exploitation for Privilege Escalation
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070,Indicator Removal on Host
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.001,Clear Windows Event Logs
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.002,Clear Linux or Mac System Logs
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.003,Clear Command History
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.007,Clear Network Connection History and Configurations
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.008,Clear Mailbox Data
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1070.009,Clear Persistence
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1071,Application Layer Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1071.001,Web Protocols
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1071.002,File Transfer Protocols
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1071.003,Mail Protocols
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1071.004,DNS
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1072,Software Deployment Tools
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1078,Valid Accounts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1078.001,Default Accounts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1078.002,Domain Accounts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1078.003,Local Accounts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1078.004,Cloud Accounts
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1080,Taint Shared Content
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1087,Account Discovery
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1087.001,Local Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1087.002,Domain Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1090,Proxy
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1090.001,Internal Proxy
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1090.002,External Proxy
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1091,Replication Through Removable Media
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1092,Communication Through Removable Media
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1095,Non-Application Layer Protocol
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1098,Account Manipulation
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1098.001,Additional Cloud Credentials
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1098.002,Exchange Email Delegate Permissions
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1098.003,Add Office 365 Global Administrator Role
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1098.004,SSH Authorized Keys
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1102,Web Service
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1102.001,Dead Drop Resolver
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1102.002,Bidirectional Communication
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1102.003,One-Way Communication
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1104,Multi-Stage Channels
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1105,Ingress Tool Transfer
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1106,Native API
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1110,Brute Force
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1110.001,Password Guessing
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1110.002,Password Cracking
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1110.003,Password Spraying
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1110.004,Credential Stuffing
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1111,Two-Factor Authentication Interception
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1114,Email Collection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1114.001,Local Email Collection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1114.002,Remote Email Collection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1114.003,Email Forwarding Rule
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1119,Automated Collection
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1127,Trusted Developer Utilities Proxy Execution
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1127.001,MSBuild
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1129,Shared Modules
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1132,Data Encoding
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1132.001,Standard Encoding
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1132.002,Non-Standard Encoding
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1133,External Remote Services
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1135,Network Share Discovery
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1136,Create Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1136.001,Local Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1136.002,Domain Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1136.003,Cloud Account
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1137,Office Application Startup
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1137.001,Office Template Macros
5.2.4,Network Asset Discovery & Optimization,Advanced ZT,mitigates,SI-4,Information System Monitoring,T1176,Browser Extensions
